EQUIP_ID,EQUIP_DESCN,EQUIP_PARENT
101648,Site Tools,1016-160-450
101649,Office Furniture,1016-160-450
101650,Shuttle Conveyor Winch,1016-160-010
101651,Elec System - Bucket Elevator,1016-160-111
101652,Elec System - Reciprocating Screen,1016-160-111
101653,Elec System - Lump Breaker,1016-160-111
101654,Platforms & Walkways - Shuttle Conveyor - Intake,1016-160-010
101655,Intake Hopper Cover ,1016-160-010
101656,Reciprocating Screen Recirc chute,1016-160-111
101808,Intake Pit,1018-160-010
101810,Drag Chain Conveyor #1 - Despatch,1018-160-111
101811,Drag Chain Conveyor #2 - Despatch,1018-160-111
101817,Elec System - Bucket Elevator,1018-160-111
101818,Elec System - Lump Breaker,1018-160-111
101820,Guarding - Despatch,1018-160-111
101821,Bagging Chute,1018-160-111
101822,Dust cone,1018-160-111
101827,Compressor,1018-160-300
101830,Roller Door #1 - Bulk Store,1018-160-430
101831,Roller Door 1 - Despatch,1018-160-430
101832,Roller Door 2 - Despatch,1018-160-430
101833,Roller Door #1 - Old Bag Store,1018-160-430
101834,Roller Door - Bag Store,1018-160-430
101835,Bulk Store - Concrete Dividing Walls,1018-160-430
101840,Elec System -  Main Office,1018-160-430
101841,Elec System - Bulk Store,1018-160-430
101845,Building - External Cladding - Bulk,1018-160-430
101846,Building - External Cladding - Bagging,1018-160-430
101847,Building - External Cladding - Office,1018-160-430
101848,Stormwater/Effluent/Raingarden,1018-160-350
101849,MCC - Bulk Material Intake & Despatch,1018-160-310
101850,Platforms & Walkways - Intake,1018-160-010
101851,Guarding - Intake,1018-160-010
101901,Platforms & Walkways - Despatch,1019-160-111
101902,Short Incline Conveyor,1019-160-111
101903,Dispatch Hopper  - Transfer Conveyor,1019-160-111
101904,Lump breaker,1019-160-111
101906,Elec System - Short Incline Conveyor,1019-160-111
101907,Elec System - Lump Breaker,1019-160-111
101908,Discharge Chute,1019-160-111
101910,Despatch Hopper,1019-160-111
101921,Roller Door #1 - Bulk Store,1019-160-430
101924,Roller Door #1 - Bag Store,1019-160-430
101925,Roller Door #2 - Bag Store,1019-160-430
101926,Bulk Store - Concrete Dividing Walls,1019-160-430
101930,Building Bag Store,1019-160-430
101934,Pallet stacker,1019-160-430
101935,Drag Chain Conveyor #1,1019-160-111
101940,Building - External Cladding - Bulk,1019-160-430
101941,Building - External Cladding - Bagging,1019-160-430
101942,Building - External Cladding - Office,1019-160-430
101943,Roading,1019-160-370
101944,Boundry - Fencing,1019-160-370
101946,Main Distribution Board,1019-160-310
101947,MCC - Bulk Material Intake & Despatch,1019-160-310
101950,Stormwater Pond,1019-160-350
101951,Guarding - Despatch,1019-160-111
115501,Platforms & Walkways - Despatch,1155-160-111
115502,Bucket Elevator - Despatch,1155-160-111
115503,Transfer Conveyor - Despatch,1155-160-111
115506,Reciprocating Screen,1155-160-111
115507,Guarding - Despatch,1155-160-111
115511,#1 - Hopper,1155-160-111
115512,#2 - Hopper,1155-160-111
115514,Elec System - Bulk Store,1155-160-430
115517,Emergency Exit Lighting,1155-160-450
115518,Boundry - Fencing,1155-160-370
115519,Fire Fighting Equipment,1155-160-450
115520,Roading,1155-160-370
115535,Drag Chain Conveyor #1 - Despatch,1155-160-111
115536,Drag Chain Conveyor #2 - Despatch,1155-160-111
115537,Loadout Chute,1155-160-111
115538,Roller Door #1 - Bulk Store Entry,1155-160-430
115539,Roller Door #2 - Bulk Store Exit,1155-160-430
115540,Roller Door #1 - Bag Store Entry,1155-160-430
115541,Rapid Door #1 Bulk Store Entry,1155-160-430
115542,Rapid Door #2 Bulk Store Exit,1155-160-430
115543,1.2t Jacky bin x10,1155-160-111
115544,Bagging Hopper,1155-160-100
115545,Building Bag Store,1155-160-430
115546,Bulk Store - Concrete Dividing Walls,1155-160-430
115547,20' Storage Container,1155-160-430
115548,Pallet stacker,1155-160-430
115549,Side Bin Conveyor - Despatch,1155-160-111
115550,Building - External Cladding - Bag Store,1155-160-430
115551,Building - External Cladding - Bulk Store,1155-160-430
115552,Building - External Cladding - Office,1155-160-430
115553,Building - Office,1155-160-430
115555,MCC - Bulk Material and Despatch,1155-160-310
115556,Air Compressor ALUP,1155-160-300
115557,Stormwater Pond,1155-160-350
135201,Drag Chain Conveyor #1 - Despatch,1352-160-111
135202,Drag Chain Conveyor #2 - Despatch,1352-160-111
135203,Bucket Elevator - Despatch,1352-160-111
135204,Incline Conveyor - Despatch,1352-160-111
135205,#1 - Hopper Weighing Equipment,1352-160-111
135206,Platforms & Walkways - Despatch,1352-160-111
135207,Reciprocating Screen,1352-160-111
135208,Flail Mill - Despatch,1352-160-111
135209,Diverter - Despatch,1352-160-111
135210,Loadout chute,1352-160-111
135211,Despatch - Distribution - Control,1352-160-111
135212,Guarding - Despatch,1352-160-111
135213,#1 - Hopper,1352-160-111
135214,#2 - Hopper,1352-160-111
135215,Site - Transformer,1352-160-310
135216,Main Distribution Board,1352-160-310
135217,Roading,1352-160-370
135218,AshAir compressor,1352-160-300
135219,Roller Door #1 - Bulk Storage,1352-160-430
135220,Roller Door #2 - Bulk Storage,1352-160-430
135221,Roller Door #3 - Bulk Storage,1352-160-430
135222,Bulk Store - Pallet racking 14 bays,1352-160-430
135223,Bulk Store - Concrete Dividing Walls,1352-160-430
135224,Building - External Cladding - Bulk Storage,1352-160-430
135225,Building - External Cladding - Office,1352-160-430
135226,Building - Office,1352-160-430
135227,MYM800 Building - Bell Block,1352-160-430
135228,Elec System -  Main Office,1352-160-430
135229,Bagging Chute,1352-160-100
135230,1200kg Jacky bins,1352-160-100
135232,QMV2015- Loader - Volvo L60F -Bellblock,1352-160-440
135233,MMV1219 - HELI CPD35 Li-H Electric,1352-160-440
135401,1200kg Jacky bins,1354-160-100
135402,Ladder and platform,1354-160-100
135403,Drag Chain Conveyor #1 - Despatch,1354-160-111
135404,Platforms & Walkways - Despatch,1354-160-111
135405,Bucket Elevator - Despatch,1354-160-111
135406,Flail Mill - Despatch,1354-160-111
135407,Elec System - Blender Conveyor #1,1354-160-111
135408,Elec System - Bucket Elevator,1354-160-111
135409,Elec System - Reciprocating Screen,1354-160-111
135410,Elec System - Flail Mill,1354-160-111
135411,Elec System - Divertor,1354-160-111
135412,Weighing Control Panels - Despatch,1354-160-111
135413,Despatch - Distribution - Control,1354-160-111
135414,Guarding - Despatch,1354-160-111
135415,Diverter / Recirc chute - Despatch,1354-160-111
135416,Bagging Chute,1354-160-111
135417,Pallet stacker,1354-160-430
135418,Reciprocating Screen,1354-160-111
135419,#1 - Hopper,1354-160-111
135420,#1 - Hopper Weighing Equipment,1354-160-111
135421,Compressor - AshAir,1354-160-300
135422,Compressed Air Lines - Despatch,1354-160-300
135423,Site - Transformer,1354-160-310
135424,Main Distribution Board,1354-160-310
135425,Storm Water - Piping,1354-160-350
135426,Stormwater Sumps,1354-160-350
135427,Stormwater Mechanical Equipment,1354-160-350
135428,Stormwater Tank,1354-160-350
135429,Roller Door #1 - Bulk Store,1354-160-430
135430,Roller Door #2 - Bulk Store,1354-160-430
135431,Roller Door #3 - Bulk Store,1354-160-430
135432,Bulk Store - Concrete Dividing Walls,1354-160-430
135433,Building - External Cladding - Bulk,1354-160-430
135434,Building - External Cladding - Office,1354-160-430
135435,Elec System -  Main Office,1354-160-430
135436,HVac - Main Office,1354-160-430
135437,Emergency_Exit Lighting,1354-160-450
135438,Silo storage,1354-160-450
135501,2400kg Jacky bin,1355-160-100
135502,Mobile stair platform,1355-160-100
135503,Drag Chain Conveyor #1 - Despatch,1355-160-111
135504,Drag Chain Conveyor #2 - Despatch,1355-160-111
135505,Platforms & Walkways - Despatch,1355-160-111
135506,Flail Mill - Despatch,1355-160-111
135507,Elec System - Blender Conveyor #1,1355-160-111
135508,Elec System - Blender Conveyor #2,1355-160-111
135509,Elec System - Bucket Elevator,1355-160-111
135510,Elec System - Reciprocating Screen,1355-160-111
135511,Elec System - Flail Mill,1355-160-111
135512,Elec System - Incline Conveyor,1355-160-111
135513,Weighing Control Panels - Despatch,1355-160-111
135514,Despatch - Distribution - Control,1355-160-111
135515,Guarding - Despatch,1355-160-111
135516,Loadout chute,1355-160-111
135517,Dust cone,1355-160-111
135518,Reciprocating Screen,1355-160-111
135519,#1 - Hopper,1355-160-111
135520,#1 - Hopper Weighing Equipment,1355-160-111
135521,#2 - Hopper Weighing Equipment,1355-160-111
135522,Compressor - AshAir,1355-160-300
135523,Site - Transformer,1355-160-310
135524,Main Distribution Board,1355-160-310
135525,Storm Water - Piping,1355-160-350
135526,Stormwater Sumps,1355-160-350
135527,Stormwater Mechanical Equipment,1355-160-350
135528,Stormwater Tank,1355-160-350
135529,Roller Door #1 - Bulk Store,1355-160-430
135530,Roller Door #2 - Bulk Store,1355-160-430
135531,Roller Door #3 - Bulk Store,1355-160-430
135532,Roller Door #4 - Bulk Store,1355-160-430
135533,Roller Door #5 - Bag Store,1355-160-430
135534,Bulk Store - Concrete Dividing Walls,1355-160-430
135535,Building - External Cladding - Bulk,1355-160-430
135536,Building - External Cladding - Office,1355-160-430
135537,Building Bag Store,1355-160-430
135538,Elec System -  Main Office,1355-160-430
135539,HVAC - Main Office,1355-160-430
135540,Emergency_Exit Lighting,1355-160-450
162101,Drag Chain Conveyor #1 - Despatch,1621-160-111
162102,Platforms & Walkways - Despatch,1621-160-111
162103,Bucket Elevator - Despatch,1621-160-111
162104,Flail Mill - Despatch,1621-160-111
162109,Weighing Control Panels - Despatch,1621-160-111
162110,Despatch - Distribution - Control,1621-160-111
162111,Guarding - Despatch,1621-160-111
162112,Loadout chute,1621-160-111
162113,Reciprocating Screen,1621-160-111
162114,#1 - Hopper,1621-160-111
162115,#1 - Hopper Weighing Equipment,1621-160-111
162116,Compressor Hinand Industries,1621-160-300
162117,MCC - Bulk Material Intake & Despatch,1621-160-310
162118,Main Distribution Board,1621-160-310
162119,Potable Water Pump,1621-160-350
162120,Waste Water System Piping,1621-160-360
162121,Main Gate - Site,1621-160-370
162122,Roading,1621-160-370
162123,Roller Door #1 - Bulk Store,1621-160-430
162124,Roller Door #2 - Bulk Store,1621-160-430
162125,Bulk Store - Concrete Dividing Walls,1621-160-430
162126,Building - External Cladding - Bulk,1621-160-430
162127,Building - External Cladding - Office,1621-160-430
162128,Roller Door #1 - Despatch Entry,1621-160-430
162129,Roller Door #2 - Despatch Exit ,1621-160-430
162130,Elec System -  Main Office,1621-160-430
162133,Pallet stacker,1621-160-430
162134,Volvo loader L60E MMV 1006 CMH704,1621-160-440
162150,Building - Bag Store,1621-160-430
162151,Containers ,1621-160-430
164501,1.2t Jacky bins,1645-160-020
164502,Incline conveyor,1645-160-100
164503,Bagging infeed conveyor,1645-160-100
164504,Drag Chain Conveyor #1 - Despatch,1645-160-111
164505,Drag Chain Conveyor #2 - Despatch,1645-160-111
164506,Platforms & Walkways - Despatch,1645-160-111
164507,Bucket Elevator - Despatch,1645-160-111
164508,Loadout conveyor,1645-160-111
164509,Flail Mill - Despatch,1645-160-111
164515,Weighing Control Panels - Despatch,1645-160-111
164516,Despatch - Distribution - Control,1645-160-111
164517,Guarding - Despatch,1645-160-111
164518,Diverter / Recirc chute - Despatch,1645-160-111
164519,Loadout chute,1645-160-111
164520,Dust cone,1645-160-111
164521,Reciprocating Screen,1645-160-111
164522,#1 - Hopper,1645-160-111
164523,#2 - Hopper,1645-160-111
164524,#1 - Hopper Weighing Equipment,1645-160-111
164525,#2 - Hopper Weighing Equipment,1645-160-111
164526,Compressor - Hindin Industries,1645-160-300
164527,Compressed Air Lines,1645-160-300
164528,MCC - Bulk Material Intake & Despatch,1645-160-310
164529,Site - Transformer,1645-160-310
164530,Main Distribution Board,1645-160-310
164531,Potable Water System,1645-160-350
164532,Storm Water - Piping,1645-160-350
164533,Stormwater Sumps,1645-160-350
164534,Waste Water Pump #1,1645-160-360
164535,Main Gate - Site,1645-160-370
164537,Roller Door #1 - Bulk Store,1645-160-430
164538,Roller Door #2 - Bulk Store,1645-160-430
164539,Roller Door #3 - Bulk Store,1645-160-430
164540,Roller Door #1 - Bag Store,1645-160-430
164541,Roller Door #2 - Bag Store,1645-160-430
164542,Bulk Store - Concrete Dividing Walls,1645-160-430
164543,Building - External Cladding - Bulk,1645-160-430
164544,Building - External Cladding - Office,1645-160-430
164545,Roller Door #1 - Despatch Entry,1645-160-430
164546,Roller Door #2 - Despatch Exit,1645-160-430
164547,Building - Office,1645-160-430
164556,Pallet stacker,1645-160-430
164601,Bucket Elevator,1646-160-010
164602,1200kg Jacky bin,1646-160-100
164603,Drag Chain Conveyor #1 - Despatch,1646-160-111
164604,Platforms & Walkways - Despatch,1646-160-111
164605,Bucket Elevator - Despatch,1646-160-111
164606,Lump Breaker - Despatch,1646-160-111
164607,Elec System - Bucket Elevator,1646-160-111
164608,Elec System - Reciprocating Screen,1646-160-111
164609,Elec System - Lump Breaker,1646-160-111
164610,Despatch - Distribution - Control,1646-160-111
164611,Guarding - Despatch,1646-160-111
164612,Diverter / Recirc chute - Despatch,1646-160-111
164613,Dust cone,1646-160-111
164614,Reciprocating Screen,1646-160-111
164615,#1 - Hopper,1646-160-111
164616,Compressor - Air Command,1646-160-300
164617,Internal - Fencing,1646-160-370
164619,Main Gate - Site,1646-160-370
164621,Rapid Door #1  Despatch Entry,1646-160-430
164622,Rapid Door #2 Despatch Exit,1646-160-430
164623,Roller Door #1 - Bulk Store,1646-160-430
164624,Roller Door #2 - Bulk Store,1646-160-430
164625,Roller Door #3 - Bulk Store,1646-160-430
164626,Roller Door #4 - Bulk Store,1646-160-430
164627,Roller Door #5 - Bag Store,1646-160-430
164628,Bulk Store - Concrete Dividing Walls,1646-160-430
164629,Building - External Cladding - Bulk,1646-160-430
164630,Building - External Cladding - Office,1646-160-430
164632,Building Bulk Store,1646-160-430
164633,Fire Alarm Bulk Store,1646-160-430
164634,Elec -Rapid Door #1 Despatch Entry,1646-160-430
164635,Elec - Rapid Door #2 Despatch Exit,1646-160-430
164638,Plant Safety - Despatch,1646-160-450
164639,Plant Safety - Bulk Material Intake,1646-160-450
164640,Emergency Exit Lighting,1646-160-450
164641,Fire Fighting Equipment,1646-160-450
164650,Building Bag Store,1646-160-430
171501,Bagging Chute,1715-160-111
171502,Dust cone,1715-160-111
171503,Sulphur Hopper,1715-160-111
171504,Roller Door #5 - Bag Store,1715-160-430
171505,Bulk Store - Concrete Dividing Walls,1715-160-430
171506,Elec - Roller Door #5 - Bag Store,1715-160-430
171507,Pallet stacker,1715-160-430
220001,Platforms & Walkways - CV101,2200-160-010
220002,Platforms & Walkways - CV102,2200-160-010
220003,Platforms & Walkways - CV103,2200-160-010
220004,Platforms & Walkways - CV104,2200-160-010
220005,Platforms & Walkways - Over Pit,2200-160-010
220006,Platforms & Walkways - Cross Over Bins,2200-160-010
220007,IG01 Intake Grid and Baffles,2200-160-010
220008,CV101 Hopper Conveyor/Lump Breaker,2200-160-010
220009,CV102 Incline Conveyor,2200-160-010
220010,CV103 Incline Conveyor,2200-160-010
220011,CV104 Conveyor,2200-160-010
220012,Power - Intake General,2200-160-010
220013,Power - CV101 Hopper Conveyor/Lump Breaker,2200-160-010
220014,Power - CV102 Incline Conveyor,2200-160-010
220015,Power - CV103 Incline Conveyor,2200-160-010
220016,Power - CV104 Conveyor,2200-160-010
220017,Power - Tripper Cart,2200-160-010
220018,Process Safety - Pit Gas Monitoring,2200-160-010
220019,CV104 Tripper Cart,2200-160-010
220020,CV104B Tripper Winch,2200-160-010
220021,Guarding - Fence Guards,2200-160-010
220022,IH01 Hopper - Intake,2200-160-010
220023,Weigher - CV102 Under belt,2200-160-010
220024,Platforms & Walkways - 1T Line,2200-160-100
220025,Blower - bag inflation - BL303A,2200-160-100
220026,Blower - dust extraction - BL303B,2200-160-100
220027,Filter FL303B,2200-160-100
220028,Compressed Air Lines - 1T Line,2200-160-100
220029,Elect System - 1T Line Bag Conveyor,2200-160-100
220030,Elect System - Pallet Dispenser Pallet Conveyor,2200-160-100
220031,Weighing Control Panels - 1T Line,2200-160-100
220032,Pallet Dispenser Control Panel,2200-160-100
220033,Pallet Dispenser  - PD304,2200-160-100
220034,Pallet Wrapper,2200-160-100
220035,Guarding - 1T Line,2200-160-100
220036,Surge Hopper S3,2200-160-100
220037,Net Weighing Hopper S2,2200-160-100
220038,Structure - 20kg Line,2200-160-101
220039,Elect System - 20kg Line Bag Conveyor,2200-160-101
220040,Elect System - Sewing Machine,2200-160-101
220041,Weighing Control Panels - 20kg Line,2200-160-101
220042,Surge Hopper S4,2200-160-101
220043,Equipment Support Structures - Despatch,2200-160-110
220044,Platforms & Walkways - Despatch,2200-160-110
220045,Shuttle Rails - Despatch,2200-160-110
220046,Control Booth - Despatch,2200-160-110
220047,Containerised Switchroom - Despatch,2200-160-110
220048,Blender Central Conveyor TC1,2200-160-110
220049,Inclined Conveyor TC2,2200-160-110
220050,Inclined Conveyor TC3,2200-160-110
220051,Inclined Conveyor TC4,2200-160-110
220052,Conveyor TC6,2200-160-110
220053,Shuttle Conveyor TC5,2200-160-110
220054,Shuttle Conveyor TC7,2200-160-110
220055,Dust Cones TC5,2200-160-110
220056,Dust Cones TC7,2200-160-110
220057,Inclined Conveyor TC8,2200-160-110
220058,Blender Dosing Conveyor 251A,2200-160-110
220059,Blender Dosing Conveyor 251B,2200-160-110
220060,Blender Dosing Conveyor 252A,2200-160-110
220061,Blender Dosing Conveyor 252B,2200-160-110
220062,Blender Dosing Conveyor 253A,2200-160-110
